,us_equity,europe_equity,japan_equity,asia_ex_japan_equity,global_ig,global_hy,em_debt,private_markets,hedge_funds,cash
2017-03-27,-0.0010261703069011086,0.004283042901535694,0.0005783040437701281,0.001508749646352614,0.0023988821122598036,-0.001036712848534127,-8.759890177878482e-05,0.0005289591695043505,0.002989389551621091,0.0
2017-03-28,0.007276805167566014,0.0009689626262061601,0.008477948490237974,0.002636530729917208,-0.0023012707342013883,0.005533841340887857,-0.00035217227335060386,0.005285529958674706,-0.011425754932336774,0.0
2017-03-29,0.0009349379534397961,-0.001161609872472158,-0.0013374338528927554,-0.001127082392465506,0.0022146771065298942,0.00206331511372726,0.003254297650648885,0.005783199371613534,-0.004020050748996917,0.0
2017-03-30,0.003183732239863568,-0.002714528586633236,-0.005548280299253805,-0.0033846265954072807,-0.0018416362349615856,0.004691484955155589,-0.0017537197804640137,0.004704694896838113,-0.004540866858672721,0.0
2017-03-31,-0.002327416510486846,0.0025270849167586817,-0.009234165549774853,-0.009245181233749733,0.0007380136466581533,-0.0003417374426432085,-0.0014044147042732158,0.0026018884599978698,0.0010138950544502645,-0.0002194287266150674
2017-04-03,-0.0017394732538213997,-0.004071696343828979,0.005048509802813461,0.011426363484365876,0.0037134336592581363,-0.0005374975266492221,0.0027103567309418874,0.00036957134630744015,0.006582139629052186,8.764757289347891e-05
2017-04-04,0.0006375088460037759,0.0007787602695172868,-0.003477375223568946,-0.0020712444914243733,-0.0009203597442886124,0.000343151109404749,-0.001849183128040388,-0.0005280744691175121,0.005030228825857019,0.0
2017-04-05,-0.0029723757968348474,-0.005253085720196005,-0.006979196553998368,0.00037748285059380216,0.0011048370059367763,-0.0008008053114059166,0.003704704665969505,-0.006871204381289742,0.00700702915105067,0.0
2017-04-06,0.002811190406463382,0.0033248689270721776,-0.005076373879282725,-0.0045266860804052955,-9.171338129698725e-05,0.0012595163145570076,-0.0005266618738731799,0.006918744488733752,-0.0069582723339656205,0.0
2017-04-07,-0.0010195073389919207,-0.0015590450246768528,0.0021584924514725934,-0.003410364782826081,-0.0022079773680970805,-0.00045749298017261353,-0.0006160586570514992,-0.0021145942475134794,-0.00900911609363797,0.0
2017-04-10,0.0005951081453861029,-0.0013667042245463223,-0.002349810260706686,-0.0038023004684533124,0.0012908219164131651,0.0013728289734087351,-8.845753101716092e-05,0.0,0.007575718873116699,0.0
2017-04-11,-0.001189433836652265,0.006842376004748685,0.0051030077172034005,-0.00629748513715489,0.0028546345147957286,-0.0019424641183711788,0.0016725481452737334,0.0015892286059406846,0.003007591727634651,0.00021925312405013386
2017-04-12,-0.004381979615563858,0.0005821367490888019,-0.0033195593246571065,0.006529507192508666,0.002204527524957145,0.0006869467045413913,0.0028990470076777353,0.0010576388957519445,0.007995902264930521,-0.00021920506265538098
2017-04-13,-0.006494932189236691,-0.007180116703182526,-0.008424714264426925,0.0007630223468169106,0.0012828396885613547,-0.0020594949286849573,-0.0004381713161172307,-0.0063390667753736585,0.0069411336439964,0.00021925312405013386
2017-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-17,0.008860001871794143,0.006841340038704402,0.010669712968789158,0.0026692932731653407,-0.0005492373730408007,0.00298128269498088,0.0015777615262346778,0.006379506895578757,-0.0009847242685431246,0.0
2017-04-18,-0.002984354638078779,-0.004659252356663202,-0.003128061107591673,-0.016352931459986175,0.004028522346271934,-0.00022833784497977572,0.0018374318713185733,0.0010568319269663728,0.0024642914544314998,0.0002183871333172327
2017-04-19,-0.0018386984800122796,-0.00253526549339933,-0.0005881948028672035,-0.007152371004984337,-0.0015508249452865774,-0.0009150886020469207,-0.002882184387243192,-0.0021111223030578774,-0.007374592839510696,0.0
2017-04-20,0.008139035058110977,0.0070392915445136595,0.006083236433003458,0.013629260644424601,-0.0015518947443122766,0.0033186870826300563,0.0007005642324353634,0.0,-0.005448336538685705,0.0
2017-04-21,-0.003186513456313822,-0.0011652613426524905,0.003705810801306386,0.0021128413455511197,0.0002742947058798073,-0.0007979705263846393,0.0025379456999796712,0.006346081996724706,0.0,0.0
2017-04-24,0.010997655643776305,0.036547589789793555,0.006995738210048286,0.007859024821634808,-0.0014629806371366794,0.004679750089593648,0.003055704124946601,0.0026272998678815718,0.0,-0.00021833945079041683
2017-04-25,0.005818630509341505,0.008439434520103761,0.0036663021293641407,0.015024649064134366,-0.003297961375791636,0.0018177744312204425,-0.0025236062716447183,0.0020961227550397865,-0.008964250537754292,0.0
2017-04-26,-0.0006287562984137463,-0.00353336362876866,0.001153934715010685,-0.0005620382140820723,0.0012864949196698117,-0.0009066177513054052,-0.00017504231627685218,0.0031382527878571764,-0.008542663092453329,0.0002183871333172327
2017-04-27,0.0008388691754959154,0.0018663292031526613,0.0007681980592300075,0.0048742585044678766,0.0009180005329516572,0.000680821790326025,0.00226944927062922,-0.0005211913459808315,0.007602708282320014,-0.00021833945079041683
2017-04-28,-0.0021794818330300725,-0.001862852507117485,-0.004797881713488827,0.0027984785008201563,0.0017421084485584881,-0.00034028270212593803,0.00313505890925847,-0.0005217083781987597,0.00553318534074787,0.000437183231303484
2017-05-01,0.0025201378844905697,0.003919234356864587,0.0038569863691577666,0.003907143401692403,-0.0025770855773288304,0.000512804598414629,-0.0013596127835721061,0.0005219806999032794,0.0020010855209675604,-6.530355627432094e-05
2017-05-02,0.00037710717549144235,0.008737578596261564,0.0030732063381782027,0.009821890082007734,0.0013789116472340268,0.0003418783153064098,0.003577774469331496,0.002608174015771292,-0.0004991899553363766,-0.00021902137814222566
2017-05-03,-0.0012142404140161878,-0.0031329798280728127,0.002489362787273075,-0.003119590896419444,-0.0010102572457073578,0.000911111285666788,-0.0012168272474166741,-0.017690228912337513,0.0004994392704034123,0.0
2017-05-04,0.0011736253152798692,0.014605512525688535,0.0024832686626932166,-0.004602592368443625,-0.0008271328997087046,-0.005347002730019645,-0.004527543244243537,-0.016948804340172874,-0.002496279130072332,0.0002190693590151671
2017-05-05,0.003937094395524143,0.012937270184078864,0.005525903917181552,0.004069026421366528,0.0001842087105328183,0.0017152530449842107,0.0010495072667786598,0.004849125647651942,-0.003503514575525335,-0.00021902137814222566
2017-05-08,-0.00016692252913108607,-0.011512768648809124,0.0003791340636953855,0.006631105188182662,-0.001932175594912322,0.0011412676237341213,-0.0027080977438492804,-0.005898486588275631,0.0,0.0002190693590151671
2017-05-09,-0.0009176413921583304,-0.0007282525512447569,-0.0032204646480950005,0.008599877162787761,9.231060730674479e-05,-0.0006833726503803206,-0.0009635309133511072,-0.007550843908525673,-0.0035158323453925444,0.0
2017-05-10,0.001795998730304671,0.0023675728681373798,-0.004561012742067327,-0.000906738017131592,0.0002760075060379563,0.0043365343471089,0.0028938887472291785,-0.014130334799128175,-0.001008162726508277,0.00021830595600169644
2017-05-11,-0.002042985138920095,-0.002361980706701239,-0.002672475580789535,0.0050840078874132555,-9.18273645545975e-05,0.00011366457974459898,0.0016608945766674044,0.000551072070054115,0.002018138393257818,0.0
2017-05-12,-0.0016710164851779785,0.007467110249179676,0.002488234213049667,0.004878317182404501,0.0036861020089036245,-0.0003406112107978698,0.003490997986153266,-0.006611553978103202,0.008056627027761998,-0.00021825830891297748
2017-05-15,0.005523569715240928,0.005422787921971484,0.002864175532419244,0.010068220744283485,-0.00036760561879722875,0.0022725009298814047,0.0007829360667070961,0.009428576159445479,-0.0064936990688923,0.00021830595600169644
2017-05-16,-0.0009154892291626249,0.009529041441360464,0.0007618776100777325,-0.003915954668657906,0.001285838942962858,0.0014743494420219605,0.00017346911740978577,0.0021979908290794548,-0.0020110358216446356,0.0
2017-05-17,-0.017744208643292736,-0.013535290240873632,-0.0015222469284070783,-0.013402539224448895,0.00513710852490612,-0.004415646031311171,-8.651807648663024e-05,-0.007675548184630454,0.021158758820857715,0.00021866703233786033
2017-05-18,0.004028966948495638,0.0003612338491822964,0.0026676446780649066,0.00398483945784478,-0.0005478202786408648,0.0011373356352135655,-0.005127067673868502,-0.0005522900490969596,0.003946561352707434,0.0
2017-05-19,0.006503817017943225,0.014076697702462448,0.008171749271791207,0.008118430624628026,0.0,0.0018171197400924655,0.0038435517893342652,-0.003869596099333794,-0.00884520746461337,-0.00021861922752020035
2017-05-22,0.005077457908705396,0.0028476401173931354,-0.000565095684561534,0.00805288656957992,-0.0006392068599476719,0.0030624059832029538,-0.00043490697307568826,0.0077687995040260915,0.0034706213332336144,0.00021866703233786033
2017-05-23,0.002212798830781848,-0.0008872929412813146,0.001320021377199776,-0.00266285187905968,-0.001918401643203893,-0.00011274423013618584,0.0006094575706536709,0.007709687194549897,0.0,0.0
2017-05-24,0.0023327762742544333,0.0014210379215435776,-0.0015067056157538339,0.00017797543658448767,0.001738913866186742,0.0016958698938140948,0.0038272606885580984,0.0010925721599561733,0.006423007619845489,-0.00021861922752020035
2017-05-25,0.004779485503858538,-0.00017776117470358344,0.0026407999316298003,0.009788392110186228,0.0004571428571429337,-0.0007907628084518059,-0.0007794507880650725,-0.0027293154955522203,0.0,0.00021866703233786033
2017-05-26,-0.00020702038649955679,-0.004434982218465833,0.00056437679499588,0.0010571498129972046,-0.0003650127527332625,0.0005649162534213659,0.0017342459589053671,0.0010951386151614173,0.004418152608326009,0.0002192321786254059
2017-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-30,-0.0008687653868071354,-0.001781587345100366,0.0020685585299062836,-0.006337995984787903,0.0019181304808104649,0.001016739722487836,0.0005196741528648019,-0.009841609636907833,0.0043987183991576195,-0.0004377554360676106
2017-05-31,-0.0002481542302884554,0.00339135710679761,0.0,-0.006378422400350581,0.001003874450239195,-0.00011268191628599489,0.000692137736613363,-0.006074171598998368,0.010705784813382913,0.0
2017-06-01,0.007952209985791825,0.006938631253074368,0.009007335656183724,0.011234100364388544,-0.0004570119979864229,0.0029110158951966003,0.0016844402984999007,0.013333497883957435,-0.015406855236416606,0.00037234704011179787
2017-06-02,0.0033283346298811356,0.006536857708069332,0.021015539741177536,0.008816749600927265,0.0032881866158342987,0.0005650363894460497,0.005460121459232026,-0.0021931702609592207,0.0,-0.00021960707085744158
2017-06-05,-0.0007371843338878081,-0.006670146375484354,-0.0038253726910584263,-0.0015731837955262895,-0.0015475427310673862,-0.0009037381469395589,-0.0017239320101359867,-0.0010988339637663103,0.00391193143388513,0.00021965530871637107
2017-06-06,-0.00319667824529013,-0.0038877837771554846,0.0007313966202966427,0.0033263717763574174,0.002006192666899942,-0.0015811681403878897,0.002072968862895097,-0.004950289253374485,0.0,-0.00021960707085744158
2017-06-07,0.001850054657426048,0.0005325660867945281,-0.0003653056154806489,-0.005758275377435895,-0.0011832408046462684,-0.0020372799870927993,-0.0008619170655300712,-0.0005528551338924714,0.0004870324269123927,0.0004381867995741917
2017-06-08,0.0004924128662577854,-0.0035462054861641334,-0.002376232489201602,0.0049139977182337535,-0.001002362547068314,0.0007931792596742593,-0.0014666126545330727,0.0005531609517643865,-0.011684372906001217,-0.0002184357751845445
2017-06-09,-0.0015176157379962474,-0.0035589163369060817,-0.008977728060812207,-0.005588442823054152,-0.0008207279239008658,0.000793711321081858,-0.002159370368966851,0.003869141288435074,-0.012315495321961967,0.00021848349979713966
2017-06-12,-0.00020540076399855334,-0.0057143313970627885,0.0031428952622898354,-0.0070248926943591306,0.0,0.001698252586572524,-8.614997271083613e-05,0.0038546170682982606,0.0004988018008631467,-0.0002184357751845445
2017-06-13,0.004889744408475671,0.008261726284335635,0.005529072688848613,0.006897666723810314,0.0002739191164100596,0.0018087706237344126,0.0015578296532363645,0.0,-0.0019937740054752906,0.00021848349979713966
2017-06-14,-0.0012675627296084846,-0.001068770690780707,-0.0005498754015553775,0.0005270552018059593,0.003193959943817548,0.00011244465211124322,0.0021612627115270566,-0.004388103301341761,0.008990895420909695,-0.0002184357751845445
2017-06-15,-0.0019242346872240246,-0.013373745862632624,-0.009719418486431652,-0.00842689474108671,-0.0006365811837506508,-0.0038347200514332602,-0.003191734709607097,0.0005507037986776098,0.0,0.0
2017-06-16,0.00021834344062621192,0.01301263501077754,0.0040742091299672545,0.0026555332774693685,0.0006369866774837973,-0.0016994547824247253,-8.62126148934994e-05,0.0011015133300653623,0.007920801779652153,0.00043778414218365036
2017-06-19,0.008325180529456189,0.003568622948304956,0.0031351901910163793,0.01430350488338683,-0.001364418652324395,0.003063337524551679,-0.0010380374278931015,0.002750074494518584,-0.004420430840799905,-0.0002192046780544743
2017-06-20,-0.006744273577458659,-0.011377774192229628,0.0003332617898825774,-0.003825293338932889,0.0015485129675441023,-0.0035065324729902647,-0.004677622490432132,-0.007679245251390077,0.003453390349947405,0.0
2017-06-21,-0.00024663716123507484,0.0008570175770024058,-0.0014802121399095647,-0.0014027791650839116,0.00018203688030027365,-0.005787875857698022,-0.00208870237794756,0.0,0.0019664355644504194,0.0002192527392805843
2017-06-22,-0.0004527828498306352,-0.0012757420980907819,0.0020380034793043844,0.007550489175939479,0.00045452273122426057,0.0027389313504257995,0.0021804744079969574,-0.0016583704827206613,0.0009814499909364116,0.00021859208929431162
2017-06-23,0.0011943521125210577,0.0034666679845825055,-0.0007394014916475289,0.0005228737540885486,0.00018174418166561068,0.004098958612357428,0.0033064469133867735,0.008305886542620655,-0.003921735178639363,-0.0002185443172353363
2017-06-26,0.0006578770160008407,0.002363506022316164,-0.002775480276785869,0.010451124782095533,0.0009083789357597905,0.0013604914246685418,0.0018213701353979594,0.004942131703430608,0.0,-0.0002192046780544743
2017-06-27,-0.008056297175536908,0.0025396414638803044,-0.0024116104855960163,-0.00775753021199832,-0.0029951154784295664,-0.0031706900419211648,-0.005194382250356511,-0.005464787621531908,-0.000984023390602884,0.0
2017-06-28,0.008950515884674548,0.0085037772127452,0.0044634872888618116,0.0015637965252142116,0.0003632971681339914,0.004089030500018742,0.001131920541087128,0.0,-0.011822836512343948,0.000437892755489111
2017-06-29,-0.008789064531197655,-0.01202034964820986,-0.009998051103189298,-0.009193505667654867,-0.001911577769575512,-0.002488126631631782,-0.004694793743125425,0.006593391264454018,-0.0024924367474429276,-0.0002185443172353363
2017-06-30,0.0018645997677011472,0.001271067599317277,0.003366312200604904,0.0008754769869421253,-0.001276441363480374,0.0023812460389722734,-0.0012225963311420784,0.002183786014376965,0.0,0.00021859208929431162
2017-07-03,0.0016958097249488713,-0.00018131158783007972,-0.004846372763222306,0.0008744687608339685,-0.0017846633580550497,-0.0004883560751114402,-0.0032215734359321013,0.003334927368951357,0.0,0.00010891489326958492
2017-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-05,0.0023116401873393144,0.0,0.0001872739554813485,-0.0055922431878523415,0.0005506704497293402,-0.0007957736969103069,-0.0008809257246011892,-0.0011080326047175904,-0.008995499942250573,-0.00021831638770175577
2017-07-06,-0.009144452291756422,-0.003627708269981045,-0.007303253350226524,-0.011247952854555043,-0.0019241505494109745,-0.0025026633372448037,-0.005464081447934421,-0.0016638925542772354,0.00403435204021374,0.00021836406015451892
2017-07-07,0.006485332517128128,0.0027308928140095112,-0.0005659349854094664,0.005865701556514447,-0.0003671732332050093,-0.0009121996074209493,0.0006194715073177814,-0.0027775842323916056,0.000502198651540775,0.0
2017-07-10,0.001073960064179369,0.002178746064837478,-0.002642554036930145,0.006891596993345406,0.00045933576534862297,0.001141033758778276,0.004428358773975516,0.0038998467662991754,-0.001506060505370943,0.0
2017-07-11,-0.0007425856897123051,0.000724639525005788,0.006813069293912566,0.01298725623201813,0.0009172692810608396,-0.00068370314805144,0.0009707368136848693,-0.0033298864047427434,-0.0015083321448432496,0.0
2017-07-12,0.0075145871206174775,0.008508303528148131,0.006954651861436956,0.01767122354577233,0.0030265922825680747,0.006503115086187838,0.005902670681355415,0.002783898455614109,0.0,-0.00021831638770175577
2017-07-13,0.0016802361162233659,0.00412830819322596,-0.001306767708883827,0.004596516664486794,-0.0010971773474693913,0.0007942891170216182,8.733452022324784e-05,0.0,-0.0025175367800973625,0.0
