,us_equity,europe_equity,japan_equity,asia_ex_japan_equity,global_ig,global_hy,em_debt,private_markets,hedge_funds,cash
2017-01-04,0.0059491610319035715,0.008316160199682177,0.02009750737585203,0.0053429993156299815,0.00027724205422008374,0.005407665696759212,0.006238133724443484,0.01763038270988382,-0.01435902016027546,0.0
2017-01-05,-0.00079436965227897,0.00907198124603581,0.005771133205517032,0.012330053307643807,0.004159477409990231,-0.0014874780096399975,0.007727164493040339,-0.002165139255566939,0.006763760576742328,-0.00021903729782657422
2017-01-06,0.00357781669570989,-0.004903970145366365,-0.001582817309779161,-0.004200131373349847,-0.0033137439605416263,-0.00022995985263662977,-0.0005347216922650944,-0.0005428652125879507,-0.0010335788693977,0.00021908528567560204
2017-01-09,-0.0033007731927974238,-0.0034910048176454156,0.000990772439748877,0.0027414831712326837,0.001662335285073091,-0.00022838945907832642,-0.001159918696463147,-0.005971836769968264,0.0005174947701629407,0.0
2017-01-10,0.0,-0.0002056324314491098,-0.003761571164217048,0.011356408016487629,-0.0002763845743142257,0.00011471497317727675,-0.0016076232191306605,0.0010922581261743058,-0.006721905778935611,-0.00021903729782657422
2017-01-11,0.0028259732076569843,0.005152620977008748,0.006558019002276705,0.011852924149266642,0.0011983300632232297,0.0005732267328779628,0.0009840944056591638,0.004364461494510863,0.001040996893607593,0.00021908528567560204
2017-01-12,-0.0025098213183240015,0.0010249898030663118,-0.0015794701050363402,0.0014385509359535753,0.0003685960845314362,0.00022877838830814845,0.001966359046703614,-0.004888885883780003,0.010400630032117997,0.0
2017-01-13,0.0022954035442674936,0.004301848331112579,0.0063278751097093355,-0.00020528001506781024,-0.0017488735934119148,0.0003438296472562108,0.0004459702383383668,0.004367106086449635,-0.011837498460825269,0.0
2017-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-17,-0.0035233265518535006,0.0,-0.011200628736551588,-0.0016421015855666576,0.003412460122744543,-0.0010313459219392085,0.004101370125273673,0.0,0.017708341326598376,0.0
2017-01-18,0.002209748319591087,-0.004079156139113804,-0.00019861486141159457,-0.00226149624899441,-0.004320300368474195,0.0009173690324784101,-0.007014984457546558,0.0005434252312190857,0.0015352367327838845,-0.00021903729782657422
2017-01-19,-0.003704045713674553,-0.0020477747772472688,-0.002782797700412565,-0.0002060305141029506,-0.002585400267744453,-0.0032065090851091105,-0.0024138694432446206,-0.006518016068172483,-0.005620946994281062,0.0
2017-01-20,0.0036736581925806977,0.005540305771723819,0.006378417308971818,0.0,0.0003704952878569312,0.001953410170013381,0.0012540705320756018,0.002186773748951154,-0.0005138117851044566,0.00021908528567560204
2017-01-23,-0.002602188524811866,0.0032656578869489916,0.0005941101792961145,0.009892649070436077,0.0027759115325465267,0.0,0.004745144639803467,0.0016369587397462304,0.006169702488310724,-0.00021903729782657422
2017-01-24,0.006412086901492309,0.0022375456730361343,0.0025731299902118643,0.002857044472114101,-0.0015685985619697806,0.0006887924654745969,-0.0032962532811482426,0.002178436193645661,0.0,0.0
2017-01-25,0.00865553596687585,0.011974587650410262,0.010464237903867302,0.009971875069274772,-0.002680166116506899,0.003551161117435031,-0.001163039854242709,0.002173635875172275,-0.021461266434505633,0.00021908528567560204
2017-01-26,-0.00104567126644306,-0.006417840612066628,0.0013675676787292534,0.001410528396153854,0.0006486092302040447,-0.00045563813347393456,-0.0008055192132400135,-0.0016266748451523316,-0.003655478762763842,0.00021852576747205532
2017-01-27,-0.0015699950489973524,-0.00020174972976994,-0.008195182146162439,-0.00040264032066472666,0.0008334766620616829,0.0009137314044651568,0.0029564084761906084,0.0005432601093775524,-0.01572330523291121,-0.00043746746738448916
2017-01-30,-0.006201563873298288,-0.008277951977799347,-0.002754419404940922,-0.002012706240341111,-0.000462879358883006,-0.002054528307017911,-0.0022327445936165535,-0.004343266251103817,0.03141653740712713,0.00043765892892766445
2017-01-31,-8.775793804627341e-05,0.00488589427120556,-0.0023672455262968572,0.004638906341156934,0.0024069405078395167,-0.0010296254985465714,0.003669785482039556,-0.00817896081044045,-0.004130159804863864,-0.00021847802439400876
2017-02-01,0.0003952939645435194,0.003038940111864452,0.00533934822922566,0.0008031301041919736,-0.0014069196658405003,0.0037033387285434483,0.00019717044660683136,0.010995166609036211,-0.008294463544475605,6.516896717223553e-05
2017-02-02,0.0006591824078439057,-0.0008080045449093687,-0.00039352675491377553,-0.0008024856038453265,0.0005562866529300603,0.0005724340054031885,0.002954034542323125,-0.0021749483208145515,0.009931977512208867,0.0
2017-02-03,0.006893061020834423,0.0036387022596100493,0.00452571848032024,0.003212241229014312,0.0002779886850698965,0.0017175829296500744,0.005801916403255669,0.013078721233446888,-0.009316768418959565,-0.0002192276231306467
2017-02-06,-0.0017878777981221727,-0.009466380790647988,-0.0015670045722900872,0.0010006517640952506,0.002870055556847717,-0.0006860373359581784,0.0,0.007531099345418291,0.004179791344760986,0.00043875603251164463
2017-02-07,4.34989776969541e-05,0.0004065571669924495,-0.0005886948678771597,-0.0051979651852172015,0.0010155185916451703,-0.0014871658846249414,-0.0012429489053829013,-0.0005340425100905932,0.003121823659409717,0.0
2017-02-08,0.0013103785739976281,0.0018295434780641884,0.0029447589982465328,0.0036170647428319658,0.0028587576092282685,0.0006873201165353837,0.003909352367328811,0.0005343278638840765,0.0,0.0
2017-02-09,0.005932696041801577,0.0034490090740402213,-0.001370066571298234,0.0022028126609563436,-0.0023910133417028856,0.0013741872713475267,-0.0013273434409308837,-0.002669317899843482,-0.0036307168706922743,0.0
2017-02-10,0.003946173671386166,0.000201972630381686,0.007055979729351014,0.0035963850361264704,-0.0001844414625855606,0.0006865361549546201,0.001506703004614529,0.007494619651592815,-0.0026028356462336477,-0.000219384082002394
2017-02-13,0.0054430122442081785,0.0036387022596100493,0.003892572654305315,0.003981797077203808,-0.0014748086915006287,0.0014847354531535295,0.0010617902137868285,0.004250827235185328,-0.0036535711264817916,0.0
2017-02-14,0.003994870779457482,0.00020130276058827334,-0.007173491935144716,-0.001388060473881847,-0.002216431822024356,0.0006842788644048081,-0.0010606640111197052,0.005819727455609325,-0.0073334765532983015,0.00021943222193887557
2017-02-15,0.005220580893135596,0.004631400659571572,-0.0009763514908259774,0.01231145713941717,-0.0015725292212379616,0.0003422548557669991,-0.0002655253744826558,0.004734645347687305,-0.006860246000607306,-0.000219384082002394
2017-02-16,-0.0008513980318810566,0.004008841370923166,0.0011731961706362704,-0.0011769561371979265,0.002131446830838213,-0.0007975763402729985,-0.0005311917938651822,-0.004188511663055117,0.009564290573280232,0.0
2017-02-17,0.001576218274580432,-0.003593561468476003,-0.000585910697131875,-0.0003927203091292908,0.0022199403647418237,0.0010258344027556099,0.00026594474247709776,0.005783199371613534,0.000526251342826356,0.00021943222193887557
2017-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-21,0.005955327620615236,0.0002006640771641255,0.00840020546609166,0.009823139949600268,-9.245865214668747e-05,0.0033039723720587055,0.0015044047780086167,0.001045751928421934,0.0,-0.000219384082002394
2017-02-22,-0.0008880032953381134,-0.00020062381917052008,0.0011621205610765628,0.0023345878199394487,0.0006460024961616462,0.000454462021446167,0.001414862765878988,0.0020888189310246386,0.0,0.0
2017-02-23,0.0006772427633712219,0.0024040745261053598,-0.0009674720078630683,0.0005822200732494842,0.0016600768620473882,0.0009083720089506642,0.002912886375382895,0.001563036787124883,0.012098918380248236,0.0
2017-02-24,0.0012687378302360663,-0.008994118121565364,-0.002130393255917351,-0.007759226496235616,0.003683487861639856,0.0007936870943197061,0.001936800141939088,-0.0010406059253383892,0.005717241638635517,0.0
2017-02-27,0.001562992413523423,0.0024203847546193646,-0.003105684401710107,-0.0043014042457245605,-0.0018349847866320212,0.0012466105085349177,-0.002371792481343671,-0.002083068131507493,-0.010335788693976777,0.0
2017-02-28,-0.0026993394222711853,-0.0010061186339016537,-0.0025311351091373835,-0.002356041718849178,-0.0002759837083029515,-0.0007916540297077113,0.0,-0.004175644826746261,0.010443732910516257,0.0004378414498362737
2017-03-01,0.013997726847033709,0.010473306677029282,0.011711730622960381,0.007085090974644492,-0.004697529020345481,0.0036851630410936753,0.0003623352273067759,0.0036690332290654215,-0.013436752587242862,-0.00039398710037352735
2017-03-02,-0.006297590729593572,-0.003787250849625945,-0.009453892804319408,-0.014070672417146435,-0.0018515327604008425,-0.0031735366333549564,-0.0046840851448779475,-0.006788599023767827,0.007857592510786215,0.0
2017-03-03,0.0006295707867318701,0.008003142267748453,0.0005844522335756164,0.0013876021578673736,0.000741187792940412,0.00045478589292180516,0.004617355690393454,-0.002628870008151818,-0.0005198011909024469,0.00021891116247463316
2017-03-06,-0.002977694275515863,-0.0047636993922932636,-0.0023360870666349065,-0.00019800662927660362,-0.00046278584739178896,-0.0031824702513869596,-0.0003541840115494077,-0.0031630852081473426,0.008840529809715392,0.0002194768861487617
2017-03-07,-0.0029871064394398905,-0.004986142406765204,-0.002341557148004103,0.0027719076284082877,-0.001297852877809036,-0.006498468846766858,-0.0007065536621413404,0.0005289591695043505,0.0,-0.0004382439525963955
2017-03-08,-0.0018563692831791156,-0.004008738845632909,-0.0031291950415822667,-0.0005924036698826685,-0.002414001865315485,-0.006655833559548352,-0.007786059456542427,-0.005285213649281695,-0.0005156274564989127,0.0
2017-03-09,0.0012680941840819138,0.007647568487443301,0.0,-0.009679952689502502,-0.0030705476011876343,-0.0026576106448820136,-0.006240836008106321,-0.010626781896928894,0.0030943401190695052,0.0
2017-03-10,0.0035042730209151607,0.008987541378567832,0.00725916346611899,0.01137029935112066,0.0014941638765157972,-0.000347030689064054,0.004216520287078085,0.009666850296368157,-0.004112946561768194,0.00021891116247463316
2017-03-13,0.0005049003661548035,0.0035625687591869237,0.005064331638716002,0.011045439729809203,-0.001677753425827766,0.0008110565629391164,-0.001608265881312465,0.00319136866786085,0.0020649096146523327,-0.00021886325086584169
2017-03-14,-0.003826605293938856,-0.008086521767598165,-0.006976757179424475,-0.0023410546176144686,0.0003735419317274502,-0.0030101150464557636,-0.003042752300540519,-0.00371151413441273,0.0010306105027559909,0.0
2017-03-15,0.008653220699907482,0.014714660805470459,0.01014807273246876,0.02072735737070608,0.005785544719330016,0.01381937496398744,0.01364442153073564,0.006386070997735027,-0.0025734774845901365,0.00021891116247463316
2017-03-16,-0.0019669086393581114,0.010385836091128642,-0.0019316000682532142,0.007471329489049383,-0.0011133093208149925,-0.0028636801827655045,-0.003010645821543201,0.0,0.0005159326984118806,0.0002194768861487617
2017-03-17,-0.0017562350482966949,0.0013576142417255355,0.0032904649861253965,0.001140924743126659,0.0021365925655603135,0.00034486128640054403,0.00408528264864505,0.009518986418781905,0.007736020409829569,0.0
2017-03-20,-0.001096403715852734,-0.002324084285627692,0.00019309335017236862,0.01405513426641547,0.0014827775065846538,-0.001952395553180497,0.0021236602222176604,0.0036669853632196325,0.004094227208284229,-0.0002194287266150674
2017-03-21,-0.012839905968517695,-0.0029120962217125124,-0.007716063686435293,-0.008241441244643988,0.0020358910655533524,-0.007133815194083293,8.82639562482801e-05,-0.016179772557512018,0.020897061712850773,0.0002194768861487617
2017-03-22,0.002353132855413831,0.0005283294640627823,0.0013605666091831559,0.005099343035762427,0.001385496927856389,0.0024338051948713524,0.0009710240365050637,-0.0031828408267182695,0.00549163843101752,0.0
2017-03-23,-0.0010670267316974513,0.003326369636529991,0.0007768164013446377,-0.004321888168661303,0.00027693277353058043,0.00034648954096883067,0.0014992083705989145,0.003725340789408227,-0.004965181494170801,-0.0002194287266150674
2017-03-24,-0.0007264581953602134,0.0017547956776151619,0.006207310591806792,0.0005664186933740378,-0.0008299362174467584,0.0034674333298609916,0.001496758411899446,0.002650854870550834,0.0014970421265438905,0.0002194768861487617
